Sno,Tweet,Date,Likes,RTs,Sentiments
18,RT Hullo Gujarat you have just been profiled by palace favourite P Chidambaram This is what Congress thinks of an entire S,2018-03-12 14:30:31,0,38,0
19,RT Today seems to be a good day to ask Russia sanctions DACA Puerto Rico Gun L,2018-03-12 14:30:31,0,1,1
20,RT Russia treats Syrians as human guinea pigs for weapons testing,2018-03-12 14:30:30,0,14,0
21,What s Going on with US Territories and Weed via USA guam PuertoRico,2018-03-12 14:30:30,0,0,0
22,What Tuesday s special election in Tennessee could say about the upcoming midterms,2018-03-12 14:30:30,0,0,1
23,ThoughtFactory new ANC Back in Media Spotlight Who Wins RSA politics leadership media 16,2018-03-12 14:30:30,0,0,1
24,U always do hate politics Cheater,2018-03-12 14:30:30,1,0,-1
25,RT Stormzy is calling Theresa May a pagon on live tv but skepta is covering his ears when Naomi mentions politics could never,2018-03-12 14:30:30,0,1212,1
26,tired of politics,2018-03-12 14:30:30,0,0,-1
27,RT Javid acknowledges further steps are needed to secure local consent Good luck with that,2018-03-12 14:30:30,0,3,1
28,RT sala BJP won a huge majority in Uttar Pradesh If even after that BJP is inducting corrupt leaders like Naresh Agarwal it means,2018-03-12 14:30:29,0,147,-1
29,RT Raise Your Hand If You Knew 45 Was Never Ever Going To Help Get Mass Murdering Killer Guns Out Of The Hands of Crazi,2018-03-12 14:30:29,0,17,0
30,RT JungleRaj In Haryana is going on and our pm is busy in chandra babu and in NareshAgarwal Shame on this ki,2018-03-12 14:30:29,0,109,1
31,RT G Thompson Labour claim voter fraud is remarkably rare All the more astonishing that they managed to recruit someone convicted of t,2018-03-12 14:30:29,0,714,1
32,RT And they say Imran Khan doesn t know politics What a shot Khan sb Congratulations Chairman Senate from Balochista,2018-03-12 14:30:28,0,12,0
33,My sister is a Republican voting school librarian She supports having one gun locked in her administration off,2018-03-12 14:30:28,0,0,0
34,RT Qatari officials gathered evidence of what they claim is illicit influence by the UAE on Kushner but decided not to give the in,2018-03-12 14:30:28,0,107,0
35,RT Pathann But I don t need to use politics as a way of making money Imran Khan ReviveEthicsInPolitics,2018-03-12 14:30:28,0,8,0
36,RT My case is in the court of law for 5 years now But let my battle not be an excuse to humiliate other women In fact let i,2018-03-12 14:30:27,0,94,-1
37,RT My case is in the court of law for 5 years now But let my battle not be an excuse to humiliate other women In fact let i,2018-03-12 14:30:27,0,94,-1
38,RT Betsy DeVos gives a master class on how to bomb basic questions about your job,2018-03-12 14:30:27,0,14,0
39,RT Thus concludes my coverage of 2016 election coup I ve told people for months powers that be would move to create new,2018-03-12 14:30:27,0,16,1
40,RT Lessons unlearned,2018-03-12 14:30:27,0,43,0
41,Yes BrexitShambles BBC News Have voters changed their minds about Brexit,2018-03-12 14:30:26,0,0,0
42,RT How much BS can be squeezed into one speech A lot The 64 most outrageous lines from Donald Trump s untethered Pennsylvania s,2018-03-12 14:30:26,0,3095,-1
43,RT Treat your politics like your genitals keep them to yourself until someone expresses to you it is okay to share And,2018-03-12 14:30:26,0,116,1
44,GenCos planning to disrupt power supply for politics FG alleges,2018-03-12 14:30:26,0,0,0
45,Trump s China whisperer How billionaire Stephen Schwarzman has sought to keep the president close to Beijing,2018-03-12 14:30:25,0,0,0
46,RT Stormzy is calling Theresa May a pagon on live tv but skepta is covering his ears when Naomi mentions politics could never,2018-03-12 14:30:25,0,1212,1
47,RT Scottish fishermen react with fury to EU demand for unchanged access to UK waters,2018-03-12 14:30:25,0,158,0
48,bre You simply cannot generalize for the millions of Americans Now politics,2018-03-12 14:30:25,0,0,0
49,RT Anecdote driven takes on free speech and political correctness are missing the real trends there is no campus free sp,2018-03-12 14:30:25,0,84,1
50,RT Rosenfeld NEW Qatari officials gathered evidence of what they claim is illicit influence by UAE on Jared Kushner amp other Trump a,2018-03-12 14:30:24,0,30,1
51,RT Trump is set to decide whether to scrap nuclear deal with Iran around the same time he may sit down with Kim Jong un to,2018-03-12 14:30:24,0,23,-1
52,RT Karnataka Congress is releasing a chargesheet against BJP Karnataka We are rebutting these charges real time We will,2018-03-12 14:30:24,0,310,1
53,RT Betsey DeVos basically paid for her position I think she s not the right person for this says Florida shooting survivor David,2018-03-12 14:30:24,0,2222,1
54,It would be a worthwhile exercise for someone to remind everyone of the devastating effects DeVos initiated changes,2018-03-12 14:30:24,0,0,-1
55,Jim Crow was an unregulated free market White folks were so committed to identity politics t,2018-03-12 14:30:24,0,0,1
56,The week ahead,2018-03-12 14:30:24,0,0,0
57,RT My case is in the court of law for 5 years now But let my battle not be an excuse to humiliate other women In fact let i,2018-03-12 14:30:24,0,94,-1
58,RT For the second time in a week has criticized intelligence It was a racist dog whistle las,2018-03-12 14:30:23,0,7405,0
59,RT Typically when a job opens up in the West Wing there is a scramble to push certain candidates or fill it quickly There,2018-03-12 14:30:23,0,45,1
60,RT signals his intention to approve yet more localgov restructuring this one will no doubt cause more controv,2018-03-12 14:30:22,0,4,1
61,RT vasireddy dear it s people like u and who can t stop depending on people like u who bring infamy to a glorious,2018-03-12 14:30:22,0,8,0
62,RT Education Secretary Betsy DeVos criticizes President Trump s use of vulgarity on the campaign trail to mock Chuck Todd po,2018-03-12 14:30:22,0,11,0
63,A Cairo court has set a date for the first hearing calling for the closure of BBC s Cairo bureau in response to the,2018-03-12 14:30:22,0,0,1
64,RT NEWS OR how about this one MondayMotivation,2018-03-12 14:30:22,0,4,0
65,RT What Congress did was cheap and cultureless,2018-03-12 14:30:22,0,1,1
66,RT The 2nd most despicable character in UP politics Naresh Agarwal Second only to Azam Khan is allowed entry into,2018-03-12 14:30:21,0,740,1
67,RT Just weeks away from changes to the benefits system that will hit 11m families amp 2 5bn in cuts to working age benefits,2018-03-12 14:30:21,0,143,0
68,So this is about Politics and not Children s lives Ok we see where you stand,2018-03-12 14:30:21,0,0,1
69,A great read and primer on the Tamika Mallory anti Semitism and Louis Farrakhan story,2018-03-12 14:30:21,0,0,1
70,RT Jeff Sessions has a huge conflict of interest in a federal bribery case and It keeps getting worse,2018-03-12 14:30:21,0,357,1
71,Legislation originally intended to help minority owned firms get a leg up in the marijuana industry passed the Mary,2018-03-12 14:30:21,0,0,1
72,RT Labour hold seven point lead over Brexit divided tories finds latest poll,2018-03-12 14:30:21,0,15,1
73,RT Soubry A revolution in UK politics could be about to unfold Once the starting gun is fire,2018-03-12 14:30:20,0,1,0
74,RT Look at my face Vince Brexit has nothing to do with whether you re white or not It s about democracy and freedom som,2018-03-12 14:30:20,0,526,0
75,RT White Evangelical Women Core Supporters of Trump Begin Tiptoeing Away,2018-03-12 14:30:20,0,1268,0
76,RT This is so wrong headed outrageous amp cowardly It s not what Parkland students families want or have called for nor wil,2018-03-12 14:30:20,0,21,-1
77,RT Lessons unlearned,2018-03-12 14:30:20,0,43,0
78,RT Dept of Irony is open being scolded for unethical conduct by this White House and keeping a straight face takes some sk,2018-03-12 14:30:20,0,238,1
79,Ungraduated kids talk politics,2018-03-12 14:30:20,0,0,0
80,RT Farage The lack of transparency and chicanery in the elevation of brings shame on the EU,2018-03-12 14:30:20,0,109,0
81,RT Trump s speeches are always filled with lies But a central argument of his presidency is wrong job growth is actually dow,2018-03-12 14:30:20,0,27,-1
82,RT Context Is economy doing well under Trump Yes Was it doing well when he took over Yes America has added 2 5 million,2018-03-12 14:30:20,0,175,0
83,RT A week s worth of gas A few gallons of milk Few are complaining but many in the working class are not feeling flush with ne,2018-03-12 14:30:20,0,787,1
84,RT Some critics so called political realists argue that ethics has no place in politics 12 If politicians are to be effe,2018-03-12 14:30:19,0,20,0
85,RT Hullo Gujarat you have just been profiled by palace favourite P Chidambaram This is what Congress thinks of an entire S,2018-03-12 14:30:19,0,38,0
86,RT sala BJP won a huge majority in Uttar Pradesh If even after that BJP is inducting corrupt leaders like Naresh Agarwal it means,2018-03-12 14:30:19,0,147,-1
87,RT Qatari officials gathered evidence of what they claim is illicit influence by the UAE on Jared Kushner but decided not to giv,2018-03-12 14:30:19,0,1160,0
88,RT Partnership with Zardari is impossible I will never support him in any manner n have no doubt I would join Zardari if,2018-03-12 14:30:19,0,12,-1
89,RT The push to arm school teachers is based on an NRA lie,2018-03-12 14:30:18,0,216,0
90,RT TIRED the island nations is a reference to indonesia and the politics of southeast asia WIRED the grasslands is the a,2018-03-12 14:30:18,0,1,-1
91,RT Trump retreats on age for guns Now who is afraid of the NRA,2018-03-12 14:30:18,0,6,-1
92,RT guttenberg I miss my daughter every minute of every day For anyone who wants to know why I have been triggered and will not sto,2018-03-12 14:30:18,0,33693,1
93,RT Betsy DeVos is a shining example of everything that is horrendous with the Trump Administration She is simply not fit to be,2018-03-12 14:30:18,0,849,-1
94,RT People who want to see corrupt free politics will surely be attracted to Pawan kalyan sir and 4 YEARS,2018-03-12 14:30:17,0,1,1
95,RT Trump s speeches are always filled with lies But a central argument of his presidency is wrong job growth is actually dow,2018-03-12 14:30:17,0,27,-1
96,RT Betsy DeVos can t answer basic questions on sexual assault school choice in rough 60 Minutes interview,2018-03-12 14:30:17,0,47,1
97,RT Got a question for any of the guests on mirandalive today Drop us a line or follow live using the mirandalive hashta,2018-03-12 14:30:17,0,23,1
98,Russia Considers Course Change After Syria Challenges,2018-03-12 14:30:17,0,0,0
99,Up next on Trump s trade agenda It looks like it just might be dealing with China s intellectual property theft,2018-03-12 14:30:17,0,0,1
100,RT Talk to someone under 20 about politics and you ll see that Education Secretary Betsy DeVos has after Trump the hardest j,2018-03-12 14:30:16,0,78,0
101,RT The UK will have to concede everything to get a trade deal with Donald Trump s America US policy experts have warned MP,2018-03-12 14:30:16,0,4,0
102,Mr Yeddyurappa please retire from politics and stop peddling lies about the Congress If yo,2018-03-12 14:30:16,0,0,0
103,RT washington The Oil Spill Prevention Act resoundingly passed in the House yesterday Thanks to all who called and wrote their legis,2018-03-12 14:30:16,0,3,1
104,RT Qatari officials gathered evidence of what they claim is illicit influence by the UAE on Kushner but decided not to give the,2018-03-12 14:30:16,0,90,0
105,Flush with cash and bracing for November the RNC builds an army,2018-03-12 14:30:16,0,0,0
106,Community bankers have been promised reg relief for years only to see all attempts killed on the alter of politics,2018-03-12 14:30:15,0,0,-1
107,RT army Chuck Todd responds to Trump s son of a b h jab It creates a challenge to parents Can Chuck find a safe space to let,2018-03-12 14:30:15,0,22,1
108,RT Steve Bannon Let Them Call You Racist Wear It As A Badge Of Honor News Bibleprophecy Trut,2018-03-12 14:30:15,0,6,0
109,RT LETS BE CLEAR there we have it The European Union Act 2011 complicates matters over Brexit Now a legal battle is inevit,2018-03-12 14:30:15,0,19,1
110,RT Just weeks away from changes to the benefits system that will hit 11m families amp 2 5bn in cuts to working age benefits,2018-03-12 14:30:14,0,145,0
111,RT A week s worth of gas A few gallons of milk Few are complaining but many in the working class are not feeling flush with ne,2018-03-12 14:30:14,0,787,1
112,RT In public Ivanka presents a simulacrum of herself complete with a breathy unplaceable accent In person and she ju,2018-03-12 14:30:14,0,4,1
113,RT Russian oligarchs amp their associates have registered donations of 826 100 to the Tories since Theresa May entered No,2018-03-12 14:30:13,0,975,0
114,RT Dept of Irony is open being scolded for unethical conduct by this White House and keeping a straight face takes some sk,2018-03-12 14:30:13,0,238,1
115,RT Very few things bring tears of joy in our Politics Watching of PPP dressed in her traditional attire of Tha,2018-03-12 14:30:13,0,242,1
116,RT Just in case you were wondering Is there a tweet for it,2018-03-12 14:30:13,0,21,0
117,Top opinion read BARNEY MTHOMBOTHI Ramaphosa is haunted by the ghostly politics of Bell Pottinger,2018-03-12 14:30:13,0,0,1
118,RT President embraces Esidimeni MEC Jack Bloom,2018-03-12 14:30:13,0,2,0
119,RT Qataris opted not to give info on Kushner secret meetings to Mueller,2018-03-12 14:30:13,0,1,-1
120,RT This pix is disturbing to most of us BUT the old sewage system needs manual labor to clean it Same is with 70 years of gut,2018-03-12 14:30:13,0,110,1
121,RT JUST IN The White House unveils new gun and school safety proposals including hardening security background checks of t,2018-03-12 14:30:13,0,267,1
122,RT SenateChairman And they told me i don t know politics,2018-03-12 14:30:12,0,1,0
123,RT David Davis hasn t visited Brussels for Brexit talks yet this year,2018-03-12 14:30:12,0,5,0
124,RT The left is really hating the new rules My view has always been that no one should have to disavow others but media has,2018-03-12 14:30:12,0,118,1
125,Wasn t he and Eric supposed to stay out of politics,2018-03-12 14:30:12,0,0,0
126,RT Partnership with Zardari is impossible I will never support him in any manner n have no doubt I would join Zardari if,2018-03-12 14:30:12,0,12,-1
127,To achieve success in local regional efforts to enhance public transportation we need continued federal investment,2018-03-12 14:30:12,0,0,1
128,RT tiger She never got my vote because she s a lying power hungry ego maniac Pay for play politics Missing Ha,2018-03-12 14:30:12,0,4,-1
129,Go away Bernie You don t need to be in politics at all Your an idiot You let Hillary fuck you li,2018-03-12 14:30:11,0,0,-1
130,RT SanAntonio 550 KTSA host is an expert at bashing minorities and defending White Supremacists but really sucks at,2018-03-12 14:30:11,0,1,-1
131,RT Funny to me that 18 is apparently too young to talk about politics but old enough to buy an AR 15 NeverAgain marchfo,2018-03-12 14:30:11,0,2161,1
132,Tidak ada kata mustahil dalam hidup But in this context the main point here is to tell that secularis,2018-03-12 14:30:11,0,0,1
133,recycleamericaradioshow Trump Efforts to raise minimum age for buying long guns moving rapidly,2018-03-12 14:30:10,0,0,-1
134,RT David Davis hasn t visited Brussels for Brexit talks yet this year,2018-03-12 14:30:10,0,5,0
135,RT Florida kids Go to CNN Politics for a complete list of Florida lawmakers who are also NRA sweethearts Tell your friends,2018-03-12 14:30:10,0,18800,1
136,If Mr Trump pulls out of the Iran deal Mr Kim may well wonder why he should negotiate with the United States if,2018-03-12 14:30:10,0,0,0
137,RT It looks like Skripal poisoning was an attempt at extrajudicial killing by Russia to someone they consider their enem,2018-03-12 14:30:10,0,20,0
138,RT A week s worth of gas A few gallons of milk Few are complaining but many in the working class are not feeling flush with ne,2018-03-12 14:30:10,0,787,1
139,RT A week s worth of gas A few gallons of milk Few are complaining but many in the working class are not feeling flush with ne,2018-03-12 14:30:10,0,787,1
140,RT Betsy DeVos is a shining example of everything that is horrendous with the Trump Administration She is simply not fit to be,2018-03-12 14:30:09,0,849,-1
141,TIRED the island nations is a reference to indonesia and the politics of southeast asia WIRED the grasslands is,2018-03-12 14:30:09,1,1,-1
142,RT With more boots on the ground than ever before the is in prime position to defend our majorities in 2018 LeadRig,2018-03-12 14:30:09,0,145,1
143,A fight simmers in the Bay Area over protecting the privacy of immigrants here illegally via,2018-03-12 14:30:09,0,0,-1
144,RT Straight up racism,2018-03-12 14:30:09,0,3133,1
145,RT Mperry13 High school sports are politics,2018-03-12 14:30:09,0,47,1
146,RT Please God make this true,2018-03-12 14:30:08,0,7,1
147,RT How much you may be hungry but you don t eat garbage Lots of compromises are made in,2018-03-12 14:30:08,0,3,1
148,RT fascism has always used the legal frameworks of liberal society to gain footholds in formal politics direct action and no,2018-03-12 14:30:08,0,57,1
149,RT A provision in the House passed Homeland Security reauthorization bill would allow Trump to send Secret Service agents to pol,2018-03-12 14:30:08,0,1112,-1
150,RT 32 Evidence Who needs it Sources Its actually just Democrats in politics the media and academia whispering anonymo,2018-03-12 14:30:08,0,4,0
151,At the National Assembly for Wales watching kids get involved with politics USW,2018-03-12 14:30:08,0,0,0
152,RT Despite Trump winning PA18 by 20 points has out raised Saccone 5 1 forcing Republicans to admit Democr,2018-03-12 14:30:08,0,32,1
153,RT Stormzy is calling Theresa May a pagon on live tv but skepta is covering his ears when Naomi mentions politics could never,2018-03-12 14:30:08,0,1213,1
154,via Trump Efforts to raise minimum age for buying long guns moving rapidly,2018-03-12 14:30:08,0,0,-1
155,Does GOP Rep represent YOUR family s best interests The Center for Responsive Politics says Ken s b,2018-03-12 14:30:07,0,0,1
156,RT If President Trump pulls out of the Iran deal Kim Jong un may well wonder why he should negotiate with the U S if a subseque,2018-03-12 14:30:07,0,82,0
157,RT Japan PM wife s name removed from documents in suspected cronyism scandal media,2018-03-12 14:30:07,0,824,0
158,,2018-03-12 14:30:07,0,0,0
159,Free advice Hollywood When you open your mouth amp make your movie political by inserting politics into your p,2018-03-12 14:30:07,0,0,1
160,Great quote And gives me the chance to re up a piece I wrote for years ago about something rarely,2018-03-12 14:30:06,0,0,1
161,Analysis The math behind Democrats quest to win Pennsylvania special election,2018-03-12 14:30:06,0,0,1
162,RT 2 DeVos married to heir to the Amway fortune has spent a lifetime trying to tear down public schools It s done in the,2018-03-12 14:30:06,0,997,-1
163,RT On Tuesday Pennsylvania will hold a special election for PA 18 a House district that won t even exist next year via,2018-03-12 14:30:06,0,2,1
164,Your state s teachers are underpaid Find out by how much,2018-03-12 14:30:06,0,0,1
165,Putin Says He Approved Plan to Shoot Down Plane in 2014,2018-03-12 14:30:06,0,0,-1
166,RT Qataris opted not to give info on Kushner secret meetings to Mueller,2018-03-12 14:30:06,0,20,-1
167,I would never say anti gun devotees advocating schools to be unarmed target zones love their politic,2018-03-12 14:30:06,0,0,1
168,RT Ivanka while working at the White House is getting paid 1 5 million annually by Trump companies which in turn are doing b,2018-03-12 14:30:05,0,685,0
169,RT In public Ivanka presents a simulacrum of herself complete with a breathy unplaceable accent In person and she ju,2018-03-12 14:30:05,0,4,1
170,RT Remember when Super Courageous Mr Trump boasted that he d run into a school unarmed to stop a killer with an AR 15 Wel,2018-03-12 14:30:05,0,59,1
171,Six Claims Trump Made at His Weekend Rally That Were False or Lacked Context,2018-03-12 14:30:05,0,0,-1
172,RT istvar Can we stop treating politics like sports teams and legit try to make the place we live better or are y all gonna keep sc,2018-03-12 14:30:05,0,1,1
173,RT Ivanka while working at the White House is getting paid 1 5 million annually by Trump companies which in turn are doing b,2018-03-12 14:30:05,0,685,0
174,RT With more boots on the ground than ever before the is in prime position to defend our majorities in 2018 LeadRig,2018-03-12 14:30:05,0,145,1
175,RT Partnership with Zardari is impossible I will never support him in any manner n have no doubt I would join Zardari if,2018-03-12 14:30:05,0,12,-1
176,RT How can wealth persuade poverty to use its political freedom to keep wealth in power Here lies the whole art of Conservat,2018-03-12 14:30:05,0,297,1
177,RT ReviveEthicsInPolitics Similarly politicians accused of financial impropriety have no place in politics and become a bur,2018-03-12 14:30:04,0,14,0
178,Do you live in one of these towns,2018-03-12 14:30:04,0,0,1
179,RT Ivanka while working at the White House is getting paid 1 5 million annually by Trump companies which in turn are doing b,2018-03-12 14:30:04,0,685,0
180,RT I m honestly speechless MondayMotivation,2018-03-12 14:30:04,0,599,1
181,RT Talk to someone under 20 about politics and you ll see that Education Secretary Betsy DeVos has after Trump the hardest j,2018-03-12 14:30:04,0,79,0
182,RT This letter looks like it was written by someone indoctrinated with undergraduate student socialist politics Read UK Civi,2018-03-12 14:30:03,0,202,0
183,RT New mosen poll from Gravis Marketing McCaskill 42 Hawley 40,2018-03-12 14:30:03,0,1,1
184,RT Watch Teachers at Marjory Douglas Stoneman High School recount the first week back since the shooting,2018-03-12 14:30:03,0,111,1
185,RT What with Betsy DeVos s interesting appearance on 60 Minutes tonight worth reupping this big piece I wrote last year,2018-03-12 14:30:03,0,87,1
186,Explainer Altered documents turn up heat on Japanese leader in cronyism sca 4 users,2018-03-12 14:30:03,0,0,0
187,Pink Floyd built that wall because Roger Waters spit on his constituents Sound familiar,2018-03-12 14:30:03,0,0,1
188,Left Politics Sunset In The East Is joining hands with the Congress the best option for comrades in Tripura to,2018-03-12 14:30:02,0,0,1
189,RT It s neither victory of federalism nor Balochistan It is umpire s victory Democracy loses today Zarda,2018-03-12 14:30:02,0,38,-1
190,RT There is literally not a single political party that can hold its head high today The nominator process for the electi,2018-03-12 14:30:02,0,123,1
191,Power is important if SP denies entry to rajya sabha naresh agarwal joins BJP These days politics does nt mean serving the masses,2018-03-12 14:30:01,0,0,1
192,Planning Commissioner Myrna Melgar has delayed a new housing project in the Mission calling the site historic B,2018-03-12 14:30:01,0,0,1
193,RT There is literally not a single political party that can hold its head high today The nominator process for the electi,2018-03-12 14:30:00,0,123,1
194,RT CIA chief Pompeo says no concessions to North Korea s Kim Jong Un before talks,2018-03-12 14:30:00,0,61,0
195,RT Betsy DeVos is a shining example of everything that is horrendous with the Trump Administration She is simply not fit to be,2018-03-12 14:30:00,0,849,-1
196,RT Talk to someone under 20 about politics and you ll see that Education Secretary Betsy DeVos has after Trump the hardest j,2018-03-12 14:30:00,0,79,0
197,Government working on national policy for domestic workers LabourMinistry,2018-03-12 14:30:00,1,1,0
198,Maharashtra farmers call off protests after state agrees to their demands,2018-03-12 14:30:00,0,0,0
199,so I managed to sneak a Sankey chart into this John Curtice piece dataviz,2018-03-12 14:30:00,0,0,0
200,RT In 2016 Kamala Harris Arrested a Man for a Crime He Didn t Commit Now it s Revealed that She Did it to Protect Muslims,2018-03-12 14:30:00,0,2456,0
201,RT Congratulations Great move Great politics,2018-03-12 14:30:00,0,74,1
202,RT Context Is economy doing well under Trump Yes Was it doing well when he took over Yes America has added 2 5 million,2018-03-12 14:29:59,0,176,0
203,RT Well put by Kezia Dugdale Labour has got itself into a position where it supports free movement for tractors but not for peo,2018-03-12 14:29:59,0,188,1
204,RT Russian defector says Putin has a hit out on Chris Steele s head Also claims Putin s ordered the killing of,2018-03-12 14:29:59,0,1198,0
205,RT Farage The lack of transparency and chicanery in the elevation of brings shame on the EU,2018-03-12 14:29:59,0,109,0
206,RT gets some ink from,2018-03-12 14:29:59,0,1,0
207,RT This article makes the exact same argument about Farrakhan that Hamas supporters make about Hamas concerns about anti Semi,2018-03-12 14:29:58,0,76,1
208,RT World Congress of the Crimean Tatars prepared an appeal to the Turkic peoples and Muslims of Russia in connection with the pre,2018-03-12 14:29:58,0,9,0
209,RT Japan PM wife s name removed from documents in suspected cronyism scandal media,2018-03-12 14:29:58,0,825,0
210,RT A liberal Super PAC is digging up dirt on hundreds of incumbent Republicans running in local races across the country de,2018-03-12 14:29:58,0,1160,1
211,RT Thornton Constitutional order in HongKong maintained leader of China s legislature says In his final work report Zhang Deji,2018-03-12 14:29:58,0,1,0
212,RT The face of the GOP South Carolina Candidate Proud of Confederacy and Slave Owning Ancestor,2018-03-12 14:29:58,0,629,1
213,RT PMLn allies candidate Hasil Bizenjo will most likely win the Senate chairman s election tomorrow What incredibly bizarre,2018-03-12 14:29:57,0,167,1
214,YouTube the Great Radicalizer,2018-03-12 14:29:57,0,0,1
215,RT When directly asked by FOX would you be willing to take a DNA test to prove your Indian heritage Elizabeth Warren repli,2018-03-12 14:29:57,0,6,1
216,RT Partnership with Zardari is impossible I will never support him in any manner n have no doubt I would join Zardari if,2018-03-12 14:29:57,0,13,-1
217,RT A liberal Super PAC is digging up dirt on hundreds of incumbent Republicans running in local races across the country de,2018-03-12 14:29:57,0,1160,1
218,RT I m honestly speechless MondayMotivation,2018-03-12 14:29:57,0,599,1
219,RT Trump s speeches are always filled with lies But a central argument of his presidency is wrong job growth is actually dow,2018-03-12 14:29:57,0,27,-1
220,Cases in Comparative Politics,2018-03-12 14:29:57,0,0,0
221,RT My case is in the court of law for 5 years now But let my battle not be an excuse to humiliate other women In fact let i,2018-03-12 14:29:56,0,94,-1
222,If Trump pulls out of the Iran deal Kim may well wonder why he should negotiate with the United States if a subse,2018-03-12 14:29:56,0,0,0
223,sharma In a way the BJP is doing a great favor to all the other parties by clearing their garbage and taki,2018-03-12 14:29:56,0,0,1
224,RT Russian meddling in NC elections Someone in Moscow bought a candidate s website name ncpol,2018-03-12 14:29:56,0,12,0
225,RT A liberal Super PAC is digging up dirt on hundreds of incumbent Republicans running in local races across the country de,2018-03-12 14:29:56,0,1160,1
226,RT Farage The lack of transparency and chicanery in the elevation of brings shame on the EU,2018-03-12 14:29:56,0,109,0
227,The respectability politics she just spewed at me she doesn t read,2018-03-12 14:29:56,0,0,0
228,RT In public Ivanka presents a simulacrum of herself complete with a breathy unplaceable accent In person and she ju,2018-03-12 14:29:56,0,4,1
229,ABUSIVE amp INSULTING languages should be stopped within the politics BJP should not accept,2018-03-12 14:29:56,0,0,-1
230,RT To have real accountability to restore the rule of law we need the attorney general to do his job and a,2018-03-12 14:29:55,0,45,1
231,RT Partnership with Zardari is impossible I will never support him in any manner n have no doubt I would join Zardari if,2018-03-12 14:29:55,0,13,-1
232,RT This week Theresa May told MPs that RBS branch closures in Scotland were a commercial matter What did she say when P,2018-03-12 14:29:55,0,33,0
233,RT This is the modern day Democratic Party getting support from the NAACP Democrats want MORE school shootings so they can,2018-03-12 14:29:55,0,2,1
234,Soubry A revolution in UK politics could be about to unfold Once the starting,2018-03-12 14:29:55,1,1,0
235,RT tiger She never got my vote because she s a lying power hungry ego maniac Pay for play politics Missing Ha,2018-03-12 14:29:55,0,4,-1
236,RT Mogherini EU doesn t recognize so called elections in occupied Crimea,2018-03-12 14:29:55,0,1,0
237,Elon Musk says he s inspired by Kanye West and Fred Astaire,2018-03-12 14:29:55,0,0,0
238,RT NBC Qatari officials gathered evidence of what they claim is illicit influence by the UAE on Jared Kushner and other,2018-03-12 14:29:54,0,482,-1
239,RT Best CYA Award Give it up for RafaleScamExposed Liars often get choked on,2018-03-12 14:29:54,0,201,1
240,Sarah Silverman and Kumail Nanjiani just had the best Twitter exchange,2018-03-12 14:29:54,0,0,1
241,Eminem takes a dig at the NRA during the iHeartRadio Music Awards,2018-03-12 14:29:54,0,0,0
242,RT Betsy DeVos gives a master class on how to bomb basic questions about your job,2018-03-12 14:29:54,0,14,0
243,Get a jump on spring cleaning with a SharkNinja upright vacuum on sale,2018-03-12 14:29:54,0,0,-1
244,The Pimple Bursting Pop It Pal Is Gross and Brilliant,2018-03-12 14:29:53,0,0,1
245,RT Mattingly The White House held private meetings with four Cabinet level officials last month to scold them for embarrassing stori,2018-03-12 14:29:53,0,71,0
246,RT Jewish groups are criticizing Russian President Vladimir Putin after he suggested Russian minorities such as Jews or Tatar,2018-03-12 14:29:53,0,103,0
247,RT Ivanka while working at the White House is getting paid 1 5 million annually by Trump companies which in turn are doing b,2018-03-12 14:29:52,0,686,0
