Sno,Tweet,Date,Likes,RTs,Sentiments
88,These women are an epitome of both beauty and strength Join me and these divas on LuxGoldenRoseAwards tonight at,2017-12-24 14:25:48,29118,4194,0
89,My friend A man A parent ChangingRelationships TEDTalksIndiaNayiSoch This Sunday at 7pm only,2017-12-23 08:49:36,30117,4689,0
90,Have seen Akash Isha and Anant grow up and it is lovely to see them take forward the values and ethos of Reliance,2017-12-22 16:21:37,20014,3365,1
91,Not so sorry UnapologeticWalking with TEDTalksIndiaNayiSoch,2017-12-22 10:52:20,25016,5141,-1
92,thx for taking out time to See it Wish I can See u someday Love amp health to u my man,2017-12-22 08:26:07,12169,3658,1
93,It s all your hard work amp tenacity Hosting Nayi Soch is making me a better person Thx for watching,2017-12-22 08:04:53,11274,2583,1
94,My lov amp thx 2 my friend for always inspiring us with his performances U r The Greatest Showman in Wolverine s clothing,2017-12-22 07:48:37,29040,4795,1
95,Hope everyone enjoyed this episode I loved hosting it,2017-12-17 15:56:17,30885,4760,1
96,Tonight at 7pm on TEDTalksIndiaNayiSoch kuch kuch hota hai with the PowerOfWords,2017-12-17 11:33:35,31239,5143,0
97,Spectacular DAIS Annual Day God Bless u Nita Ambani for loving the kids Made me nostalgic when to act was not imp,2017-12-16 17:12:34,28209,4015,1
98,The worst thing about being a father is that u r always taking the pics never in them Edits save the day,2017-12-16 11:39:23,66604,7660,-1
99,Thank u Ma m for the opportunity This is the least we can do for our Armed Forces Will convey ur msg,2017-12-14 11:55:41,38377,6092,-1
100,Ab yeh hui na real Rab Ne Bana Di Jodi My love to both amp May God bless u with happiness amp,2017-12-11 19:20:03,144063,17569,1
101,RT Review The debut episode of Ted Talks India Nayi Soch was all kinds of inspiring,2017-12-11 08:47:57,0,2716,1
102,Now at Lux Golden Rose awards Have to get to work so thanks for all your questions Some remained unanswered like it happens in life too,2017-12-10 10:39:18,23671,3654,1
103,Sending u one,2017-12-10 10:35:27,9575,1745,0
104,Yes,2017-12-10 10:33:08,6864,1418,0
105,Will send it as soon Want my Aadhaar card also,2017-12-10 10:32:40,13868,3101,0
106,Have a good life,2017-12-10 10:31:40,6564,1372,1
107,I think so,2017-12-10 10:29:47,6866,1361,0
108,All are not celebrities but their ideas are worth celebrating,2017-12-10 10:28:38,6483,1490,1
109,Mostly Just Brian s but there r some very prominent international personalities too,2017-12-10 10:27:28,5138,1275,1
110,I hope all like it,2017-12-10 10:26:42,5774,1341,0
111,I mostly listen in the show,2017-12-10 10:26:26,5124,1249,1
112,Yes,2017-12-10 10:24:01,5695,1367,0
113,Write to TEDTalksIndia please,2017-12-10 10:23:53,4939,1244,0
114,U should write because that s the core of creativity,2017-12-10 10:23:18,4777,1235,0
115,I think I have already met the Genie and it has granted all my wishes in this life,2017-12-10 10:22:22,6647,1565,0
116,Like Dan Brown,2017-12-10 10:20:49,5521,1317,0
117,Starting hosting in a bit All my beautiful lady friends will be there,2017-12-10 10:19:05,5184,1282,1
118,Mind Hunter,2017-12-10 10:18:35,4921,1260,0
119,May all be well for u,2017-12-10 10:17:59,4563,1188,0
120,Ate some stuff AbRam was eating,2017-12-10 10:17:43,4909,1262,0
121,Oh oh watch TEDTalks today I guess romance tomorrow,2017-12-10 10:17:04,4799,1235,0
122,I hope so Abhi Hindi mein kiya hai so that will help to have a wider reach Lots of talks on rural India also,2017-12-10 10:15:56,5037,1282,0
123,Will do,2017-12-10 10:14:36,4613,1175,0
124,If there is a second season we will cover lot more topics Let s hope this season is accepted and we can build on it,2017-12-10 10:12:55,4859,1264,1
125,Babysit,2017-12-10 10:11:21,5343,1341,0
126,Been so late my ago I don t remember now,2017-12-10 10:10:23,4347,1158,-1
127,The simplicity and honesty of the show,2017-12-10 10:09:20,4493,1214,0
128,I also had lots of fun too I like kid parties,2017-12-10 10:08:53,4843,1232,1
129,I prepare and rehearse,2017-12-10 10:08:01,4546,1219,0
130,About 2 months,2017-12-10 10:07:24,4813,1224,0
131,Some good thoughts on tech Making useful things out of fumes on the roads being one,2017-12-10 10:07:06,4387,1201,1
132,To me to participate in what makes me happy is important TV stage films all same for me,2017-12-10 10:05:43,4838,1291,1
133,I haven t signed any new film yet except film,2017-12-10 10:05:00,5549,1498,1
134,All good need to start work out soon,2017-12-10 10:04:13,4445,1206,1
135,It s an extremely unique show I hope viewers feel the Napier s by the stories of the speakers and embrace their ow,2017-12-10 10:03:45,4431,1235,1
136,Let us make the film that s more important Title will follow,2017-12-10 10:02:37,5114,1388,1
137,As always on top of my world,2017-12-10 10:00:30,6262,1702,1
138,I realised that an idea is not big or small it s actually how it changes people s life for better that makes it big,2017-12-10 09:59:53,5085,1370,1
139,One very interesting talk on teaching kids through volunteer teachers online across the world,2017-12-10 09:58:48,5023,1304,1
140,Today when TedTalksIndia starts at 7pm maybe a few questions on that and more Lots of ideas to listen to amp ponder on Let s do AskSRK,2017-12-10 09:56:19,14826,2694,1
141,TEDTalksIndiaNayiSoch The baap of ideas Starts Tonight at 7pm Don t miss,2017-12-10 09:52:01,15130,3695,0
142,For kids and their parents Ideas are currency for everyone TEDTalksIndiaNayiSoch Starts 10th Dec 7pm,2017-12-08 14:27:42,28833,5521,0
143,Our soldiers give their tomorrow for our today They deserve our respect and gratitude,2017-12-03 14:37:58,24399,5243,0
144,Don t just spread love spread ideas too ideas are the new COOL TEDTalksIndiaNayiSoch Starts 10th Dec 7pm,2017-12-03 11:38:10,31859,6340,1
145,What it took to make Phillauri Well done redchillies Karnesh,2017-12-02 12:01:09,11052,2672,0
146,My new digitized Ember coffee mug Customised temperature customized name amp customised finger,2017-12-02 11:58:05,47727,7116,1
147,It is time to open our minds and hearts not just the arms TEDTalksIndiaNayiSoch launches on 10th Dec 7 PM on,2017-11-30 13:36:58,35831,7430,0
148,From the sets of film Techno Dolly chroma screens amp gizmos galore,2017-11-29 16:26:27,30027,4928,0
149,Early morning wait for a train Coffee and a book to go with it Holiday done,2017-11-27 09:33:37,60017,6913,1
150,Journey with lil one makes me see places in a new light amp also some new toys,2017-11-22 08:10:51,32856,5176,1
151,Thank u for making me feel like a Rockstar Ab mujhe koi nahi rok sakta All my love for Lalkaar,2017-11-21 19:35:33,20341,3645,1
152,Opening the festivities at 48th IFFI 2017 in Goa A great platform for filmmakers to showcase their talent and art,2017-11-20 09:14:07,38855,5618,1
153,Thank u sir This is a moment he will always cherish By the way he thinks u r my papa when he sees u on TV,2017-11-20 04:56:02,47620,8376,0
154,Should I be worried my lil son laughs looking at this instead of being scared Ughh,2017-11-18 10:46:08,29634,4681,0
155,Think will cast Reed Hastings in the series too He is a natural,2017-11-18 07:22:57,15512,3274,0
156,Netflix amp Red Chillies chill,2017-11-18 06:47:00,44757,5689,0
157,Beautiful women cos each one has helped me be a better man Thank u girls amp be as strong amp as gentle as u are,2017-11-17 21:26:39,44579,6780,1
158,Hard day at work waltzing with the lovely Katrina amp a hug from beautiful Deepika And they say actors have it easy,2017-11-16 00:58:01,43104,6223,1
159,A madly happily childly dance for Aryan amp Suhana by lil AbRam on this day for children,2017-11-14 20:21:06,44814,7026,1
160,Had my cake and ate it too ChildrensDay,2017-11-14 14:46:58,27377,4875,0
161,Over a hundred beautiful souls from the Spark a Change Foundation dropped in to visit me on set Best ChildrensDay,2017-11-14 14:41:46,19699,4360,1
162,Reliving my childhood this ChildrensDay The babies taught me a step or two,2017-11-14 14:35:32,28166,5445,0
163,Keeping with the times instead of being yourself trying to be yourselfie,2017-11-14 11:51:18,32018,5211,0
164,Too much fun and love at KIFF 2017 Love my Kolkata amp as always the warmth of U r the sweetest,2017-11-10 16:31:15,37211,5367,1
165,All the best 2 cast amp crew of Shaadi Mein Zaroor Aana releasing 10th Nov amp to Ratnaa Sinha s first directorial stint,2017-11-09 11:59:06,29522,3857,1
166,Like I have said before Only for u and nobody else As Tom Cruise said U exploit me,2017-11-09 09:03:02,29520,4750,0
167,My three vices in pictures Grace Style amp Playfulness,2017-11-08 08:00:39,77511,9392,0
168,Get her to bowl for KKR please Big hug,2017-11-07 09:35:29,23383,3456,0
169,Thank u so much Big hug to u,2017-11-06 13:28:48,21726,3187,0
170,U r the kindest Love to u and see u soon,2017-11-06 13:28:21,7988,1516,1
171,Thanks for ur wishes and love,2017-11-06 13:27:53,7601,1423,1
172,Thank u and love u,2017-11-06 13:27:35,5752,1271,1
173,Keep on being crazy it s good Love to u,2017-11-06 13:27:18,5737,1268,1
174,Thank u my man,2017-11-06 13:26:46,8009,1388,0
175,Thanks for the wishes and a big hug,2017-11-06 13:26:31,4629,1100,1
176,Thank u and loads of love to u,2017-11-06 13:25:05,5296,1181,1
177,Thanks for the wishes nevertheless,2017-11-06 13:24:46,5539,1191,1
178,Thank u and love to u too,2017-11-06 13:24:26,4107,1042,1
179,Bless u man,2017-11-06 13:24:02,4500,1053,0
180,Thank u and love to u,2017-11-06 13:23:44,4731,1114,1
181,Thank u very much See u soon,2017-11-06 13:23:25,4324,1088,1
182,Big hug right back Thanks and love to u,2017-11-06 13:23:04,4808,1084,1
183,And u be u always too Thanks,2017-11-06 13:22:42,3841,997,1
184,Thanks my man do well,2017-11-06 13:22:20,4269,1051,1
185,Thank u for ur wishes,2017-11-06 13:21:59,4558,1013,0
186,Thank u and all the best,2017-11-06 13:21:44,3637,969,1
187,Ha ha Here s to all the ladies love,2017-11-06 13:21:29,4730,1042,0
188,Thanks for ur wishes,2017-11-06 13:20:59,3741,978,1
189,Thank u for ur kind words,2017-11-06 13:20:42,4854,1134,1
190,Thank u and I always thought lean was good,2017-11-06 13:20:04,4173,972,1
191,Thanks and love to u,2017-11-06 13:19:21,3903,980,1
192,Thank u so much Bless u man,2017-11-06 13:19:01,4977,1055,1
193,Thanks and love to u,2017-11-06 13:18:43,3439,925,1
194,U r kind to say that sir Thank u and love to u,2017-11-06 13:18:28,3535,962,1
195,Thanks and will do my best,2017-11-06 13:18:00,3476,913,1
196,Love u sooo much,2017-11-06 13:17:43,3474,946,1
197,Thank u,2017-11-06 13:17:30,3720,933,0
198,Thanks man May u be good always,2017-11-06 13:17:12,3883,942,1
199,Thank u for the love,2017-11-06 13:16:52,3875,955,1
200,Thanks for always being so loving Wish u all best in life,2017-11-06 13:16:29,8301,1504,1
201,Thank U my man and keep cooking and make life delicious,2017-11-06 13:15:56,5328,1109,1
202,Thank u my friend and love to u always,2017-11-06 13:15:24,8122,1338,1
203,Thanks and all the best to u,2017-11-06 12:59:15,4575,1064,1
204,Thank I for ur wishes,2017-11-06 12:58:56,3381,906,0
205,Tussi changeh ho Thanks so much,2017-11-06 12:58:40,5859,1151,1
206,Thank u for ur kindness,2017-11-06 12:57:17,4680,1044,0
207,Thank u and love to u,2017-11-06 12:56:39,3435,914,1
208,Love to u and thanks,2017-11-06 12:55:34,3345,899,1
209,Thank u for the love,2017-11-06 12:55:12,4153,982,1
210,Thank u for ur wishes,2017-11-06 12:54:57,3932,964,0
211,Thanks man and keep working hard,2017-11-06 12:54:32,3907,968,-1
212,Thanks for all the importance and love u give me,2017-11-06 12:53:58,3421,949,1
213,Thank u so much,2017-11-06 12:53:35,3914,1019,1
214,Here s to many more dreams fulfilled Love and thanks,2017-11-06 12:53:10,6504,1304,1
215,Thanks for this love down the years,2017-11-06 12:52:40,3842,957,1
216,Thank u and love to u,2017-11-06 12:52:15,3785,942,1
217,Thank u and love to u,2017-11-06 12:51:58,4765,990,1
218,Thanks for ur kind words,2017-11-06 12:51:42,3813,929,1
219,And hope u keep believing Love to u,2017-11-06 12:51:24,4133,977,1
220,Thanks my friend have a good life,2017-11-06 12:51:03,3568,898,1
221,Thanx u team keep shining,2017-11-06 12:50:34,3575,933,0
222,Thanks so much and also for working so hard last few days,2017-11-06 12:50:12,6001,1217,-1
223,Love to u and happiness,2017-11-06 12:49:46,3679,919,1
224,Thank u lovely one for ur wishes,2017-11-06 12:49:29,4453,997,1
225,Thank u for the wishes,2017-11-06 12:49:08,3554,909,0
226,Thank u for ur kind words and will work hard on my ambassadorship,2017-11-06 12:48:25,4343,1016,1
227,Back to u Thank u my friend,2017-11-06 12:47:36,4058,969,0
228,Thank u Anna for ur wishes Love to u,2017-11-06 12:47:14,5974,1180,1
229,Will celebrate with u tomorrow Thanks my friend,2017-11-06 12:46:51,5365,1154,1
230,Thanx Rahul,2017-11-06 12:46:26,4217,1004,0
231,Thank u for ur wishes,2017-11-06 12:46:05,4094,994,0
232,ok sending them in 2 days,2017-11-05 14:58:22,8398,1320,1
233,Waiting for shot from set Pic courtesy,2017-11-05 12:05:11,31316,5491,0
234,Thank u so much and keep on shining Love to u,2017-11-05 11:04:38,11392,1737,1
235,Thanks so much and all the best for Firangi Looking good,2017-11-05 11:04:07,13039,2069,1
236,Thank u and do well,2017-11-05 11:03:33,5949,1228,0
237,Thank u very much,2017-11-05 11:03:11,5322,1139,1
238,Well done Thanks,2017-11-05 11:02:55,5816,1263,1
239,I think I got it finally,2017-11-05 11:02:37,4639,1088,0
240,Thanks for ur wishes Love to u,2017-11-05 11:02:12,4333,1052,1
241,Thank u my friend,2017-11-05 11:01:42,3648,993,0
242,U r always kind Thank u,2017-11-05 11:01:04,4589,1063,1
243,Thank u so much,2017-11-05 11:00:34,4097,1004,1
244,Absolutely will be there or will send the sodas across at least,2017-11-05 11:00:10,5371,1154,-1
245,Thank u so much,2017-11-05 10:59:31,3339,945,1
246,Thanks bro Miss u,2017-11-05 10:56:46,4337,1013,1
247,Thanks and love,2017-11-05 10:56:27,3463,943,1
248,Thank u so much,2017-11-05 10:56:12,8195,1719,1
249,Next time let s do a pic together then Thanks,2017-11-05 10:55:40,3731,987,1
250,And I am blessed by ur love thanks,2017-11-05 10:54:54,4165,1017,1
251,Aap se bahut seekhta hoon love to u,2017-11-05 10:54:31,7120,1293,1
252,Thank u for ur kindness,2017-11-05 10:53:56,3465,965,0
253,Thanks my friend Love to u,2017-11-05 10:53:29,3744,989,1
254,Awwwww Thanks for ur love,2017-11-05 10:53:02,3690,1001,1
255,Thank u and hope u r well,2017-11-05 10:52:37,3290,941,0
256,Thank u sir,2017-11-05 10:52:12,3970,1021,0
257,U r always funny Thanks my friend for always smiling,2017-11-05 10:51:58,5843,1164,1
258,Thanks for saying that Love to u,2017-11-05 10:51:28,3506,945,1
259,Will remember that line always Thanks,2017-11-05 10:50:52,3886,997,1
260,Thanks for ur wishes,2017-11-05 10:50:27,4133,999,1
261,Thank u,2017-11-05 10:50:10,3166,926,0
262,Thank u and that was a fun film,2017-11-05 10:49:56,7496,1745,1
263,Thank u for ur kind words Do well always,2017-11-05 10:49:33,3111,921,1
264,Thank u,2017-11-05 10:49:09,3865,971,0
265,Will try and make some more good memories Thanks,2017-11-05 10:48:50,3201,936,1
266,Love to u and thanks,2017-11-05 10:48:22,2999,890,1
267,Thank u for ur wishes and love,2017-11-05 10:48:02,2718,861,1
268,Bless u and thank u,2017-11-05 10:47:37,2882,901,0
269,Thank u for ur kindness Love to u,2017-11-05 10:47:13,3212,930,1
270,Thank u for all the fun,2017-11-05 10:46:52,2842,889,1
271,Thanks for the encouragement,2017-11-05 10:46:33,3343,904,1
272,Thank u very much,2017-11-05 10:46:12,3347,891,1
273,Wish u happiness and health too,2017-11-05 10:45:57,3384,897,1
274,Thank u so much love to u,2017-11-05 10:45:35,3362,906,1
275,Thank u for ur wishes and love,2017-11-05 10:45:03,3395,894,1
276,Insha Allah Thanks my friend,2017-11-05 10:44:38,4016,1000,1
277,Thanks for your wishes,2017-11-05 10:44:17,3472,906,1
278,Thank u my Don voice Love to u,2017-11-05 10:43:59,4562,1078,1
279,Thanks for your love,2017-11-05 10:43:31,3287,879,1
280,Thank u very much See u in Dubai,2017-11-05 10:43:14,3906,1002,1
281,Thank u,2017-11-05 10:42:44,3818,999,0
282,It s all your love thanks,2017-11-05 10:42:21,3255,863,1
283,You are kind to me to say that Thanks,2017-11-05 10:41:57,3603,920,1
284,Thank u for ur wishes love to u,2017-11-05 10:41:34,3439,916,1
285,Thanks for ur wishes,2017-11-05 10:40:46,3314,880,1
286,Thank u so much,2017-11-05 10:40:30,3390,939,1
287,And like u too Love u,2017-11-05 10:40:15,3857,969,1
288,Thank u and stay healthy and keep on playing well,2017-11-05 10:39:50,3953,967,1
289,Handsome is a state of mind With u all around I look better cos u make me feel handsome,2017-11-05 10:39:24,4756,1135,1
290,Thank u and love to u,2017-11-05 10:38:38,3252,881,1
291,Thanks my man Stay healthy,2017-11-05 10:38:16,3536,904,1
292,I feel 30 now thanks,2017-11-05 10:37:51,3939,1001,1
293,Will strive hard Thanks for your wishes,2017-11-05 10:37:30,3293,877,-1
294,U r kind to say that Thank u,2017-11-05 09:30:00,5243,1096,1
295,See u there and thanks,2017-11-05 09:29:39,4916,1104,1
296,Thank u for ur wishes,2017-11-05 09:29:21,3406,908,0
297,Thank u so much,2017-11-05 09:06:24,4535,1022,1
298,Thank u and my love to you,2017-11-05 09:05:45,8584,1342,1
299,Quite possible I think ha ha Love to u my friend Let s meet soon,2017-11-05 08:27:45,6635,1216,1
300,Wow even I can t do this Thanks,2017-11-05 08:26:35,4791,1099,1
301,You are kind to say all these wonderful things Thank u,2017-11-05 08:25:47,4500,1051,1
302,Thank u for your kind words Love,2017-11-05 08:25:20,3759,967,1
303,Be healthy my friend and thanks,2017-11-05 08:24:51,4546,1103,1
304,May u always be happy Thank u,2017-11-05 08:24:16,4418,1047,1
305,Thank u for your wishes,2017-11-05 08:23:53,3756,975,0
306,Yes that was fun Love to u,2017-11-05 08:23:36,3515,933,1
307,Love to you,2017-11-05 08:23:13,4086,963,1
308,Thank u so much,2017-11-05 08:22:35,3607,931,1
309,Thank u for ur wishes and the memories,2017-11-05 08:22:12,3564,933,0
310,Yes will keep trying Thanks,2017-11-05 08:21:41,3852,950,1
311,Love to u and thanks,2017-11-05 08:21:18,3744,1368,1
312,Thank u for ur wishes,2017-11-05 08:21:00,3489,919,0
313,Will come next time in London Thank u and love,2017-11-05 08:20:42,4386,1176,1
314,Thank u so much,2017-11-05 08:20:14,5378,1050,1
315,You are kind to feel that way Thank u very much,2017-11-04 17:10:19,9118,1626,1
316,Thank u all,2017-11-04 17:09:51,5501,1189,0
317,Very sweet Thank u so much,2017-11-04 16:43:37,6472,1322,1
318,Thank U and wish u all the happiness,2017-11-04 16:43:10,4841,1161,1
319,Thank u and loved the delicious lunch,2017-11-04 16:42:14,5045,1216,1
320,Thanks my friend and love to u,2017-11-04 16:41:53,4011,1070,1
321,Thanks,2017-11-04 16:41:33,4135,1103,1
322,Thank u for your kind words and wishes,2017-11-04 16:41:07,4314,1138,1
323,Thanks for crushing on Love to u,2017-11-04 16:40:38,5316,1272,1
324,Thank u so much,2017-11-04 16:40:15,3672,1069,1
325,Wish u all the best with your new job Thanks and love,2017-11-04 16:39:56,4357,1136,1
326,Thank u and bless u,2017-11-04 16:38:56,4216,1112,0
327,Thank U sir for all the happiness you give,2017-11-04 16:38:22,5388,1342,1
328,Thank u so much my friend,2017-11-04 16:37:36,3949,1088,1
329,Thank u so much Love to you,2017-11-04 16:36:38,4207,1079,1
330,Thank u so much Hope all is good with u Love,2017-11-04 16:35:12,4947,1201,1
331,Thanks for your wishes,2017-11-04 16:34:24,3936,1064,1
332,Thank you and love to you,2017-11-04 16:34:05,4062,1069,1
