Sno,Tweet,Date,Likes,RTs,Sentiments
41,T 2606 Getting off to work and then after a few autographs later getting on to home,2018-02-05 19:01:52,15050,724,-1
42,T 2605 6 Just put some lines together on my Blog read if you have the time,2018-02-05 18:59:26,10019,647,0
43,RT HBDAbhishekBachchan naug EF,2018-02-04 19:48:28,0,148,0
44,RT HBDAbhishekBachchan wishing you a very happy birthday dear bro Lots of Love and hugs can t wait to c,2018-02-04 19:48:09,0,117,1
45,RT soniya I want this day to come every day so I can thank Daa amp Jaya Maa every day fo,2018-02-04 19:47:58,0,57,0
46,RT HBDAbhishekBachchan HappyBirthdayAbhishekBachchan father and son,2018-02-04 19:47:30,0,107,0
47,RT,2018-02-04 19:47:23,0,102,0
48,RT HBDAbhishekBachchan,2018-02-04 19:47:10,0,49,0
49,RT HBDAbhishekBachchan,2018-02-04 19:46:53,0,51,0
50,RT HBDAbhishekBachchan May all things good and beautiful surround you today Have a wonde,2018-02-04 19:46:31,0,48,1
51,RT HBDAbhishekBachchan The Dapper the suave and the charismatic,2018-02-04 19:46:21,0,27,1
52,RT HBDAbhishekBachchan,2018-02-04 19:45:53,0,63,0
53,RT HBDAbhishekBachchan,2018-02-04 19:45:42,0,74,0
54,RT HBDAbhishekBachchan Wishing you success and happiness today and always Have a wonderful birthday,2018-02-04 19:44:22,0,41,1
55,RT I love this ur casual looks amp Ur amazing yellow shoe Big Love to you my Handsome Amit ji keep always,2018-02-04 19:44:11,0,64,1
56,RT when i see you here,2018-02-04 19:43:54,0,30,0
57,RT Swag Is he at 75 or 25 WeAreWithAmitabhBachchan and With our Captain HBDAbhishekBachchan,2018-02-04 19:43:42,0,41,0
58,RT Happy Birthday Abhishek Bachchan The 1st pic of when he was born HappyBirthdayAbhishekBachcha,2018-02-04 19:43:23,0,124,1
59,RT,2018-02-04 19:43:01,0,70,0
60,RT HBDAbhishekBachchan Happy Birthday GURUBHAI,2018-02-04 19:42:48,0,38,1
61,RT HBDAbhishekBachchan Here s to his wit n humour HBDAbhishekBachchan,2018-02-04 19:42:28,0,32,0
62,RT just wow mashallah,2018-02-04 19:42:10,0,133,1
63,RT T 39 A father is proud when he sees his son successful amp a son always boasts of his father s success in turn The relation be,2018-02-04 19:41:16,0,91,1
64,RT Happy Birthday Hero HBDAbhishekBachchan HappyBirthdayAbhishekBachchan,2018-02-04 19:40:57,0,43,1
65,i am here,2018-02-04 19:40:43,1985,128,0
66,narjes thanks,2018-02-04 19:40:29,12,2,1
67,T 2604 HBDAbhishekBachchan who is in a time zone out of the country,2018-02-04 18:24:18,19025,1341,0
68,T 2604 INDIA WINS AGAIN thrashes South Africa by 9 wickets in just 20 overs of a 50 over match BAAADDDUU,2018-02-04 12:51:43,24697,1994,1
69,RT Jitu Nation is obsessed with Amitabh Bachchan R Balki reveals Big B has a cameo in Padman via,2018-02-04 06:30:40,0,128,-1
70,RT Congratulation sir for 28 millions followers on Facebook,2018-02-04 06:30:22,0,93,0
71,RT AB28Million Congratulations Sir ji for 28 Million Followers On FB BBBAAADDDUUUMMMBBBAAA,2018-02-04 06:30:14,0,137,0
72,T 2604 13 Years of BLACK and the greatest compliment from my idol Dilip Saheb Dilip Kumar Yusuf Khan t,2018-02-04 06:05:20,8081,815,1
73,T 2604 and the accolades for the film BLACK and the recognition never ever fades humbled honoured and bless,2018-02-04 05:21:36,4102,396,-1
74,T 2604 13 YEARS of my film BLACK an incredible experience still haunts me in extraordinary memory and deta,2018-02-04 05:18:20,5836,497,1
75,,2018-02-04 05:14:26,1243,100,1
76,yoyooo hooo,2018-02-04 05:14:12,1163,90,0
77,I shall keep persevering Hrishi Da and your blessings from above shall always be there I know,2018-02-04 05:13:13,1581,135,0
78,baaduummmbaaaa,2018-02-04 05:10:56,1526,103,0
79,hahahaha cute ness personified,2018-02-04 05:02:32,3207,204,1
80,T 2603 BIRTHDAY of Waheeda ji Waheeda Rehman Feb 3rd today my most admired idolised and loved by millions,2018-02-03 10:12:24,13645,955,1
81,T 2603 YEEEAAAHHHHHHHH INDIACHAMPIONS UNDER 19 WORLD CRICKET CHAMPIONS THE ONLY NATION TO HAVE WON 4,2018-02-03 08:08:18,32558,3853,0
82,T 2602 follow,2018-02-02 19:12:06,21263,2064,0
83,RT The best Photographer of Indian Film Industry Sir Have a look on this Instagram post guys He is Active,2018-02-02 07:01:24,0,200,1
84,T 2602 Another Allahabad remembrance an ad done in Avadhi language the dialect spoken fun hahhaahah,2018-02-02 06:29:27,5288,475,1
85,T 2602 Allahabad remembered my birth place an ad done in Avadhi language what they speak there fun,2018-02-02 05:57:39,5503,506,0
86,T 2600 1 2,2018-02-02 04:36:47,7796,827,0
87,RT WeAreWithAmitabhBachchan patodi,2018-02-02 04:31:10,0,68,0
88,RT hindu The Narendra Modi government has taken pride in having restored the economy to the path of fiscal consolidation,2018-02-02 04:30:53,0,95,0
89,RT Sir Ji WeAreWithAmitabhBachchan,2018-02-02 04:30:42,0,38,0
90,hahahaha,2018-02-02 04:30:30,1906,165,1
91,RT Sir The Most Lovable Person With Great Personality Star of the Millennium Sahenshah OF Bollywood WeAreWit,2018-02-02 04:30:12,0,41,1
92,RT,2018-02-02 04:30:03,0,62,0
93,RT WeAreWithAmitabhBachchan One amp only The Pride of India sir,2018-02-02 04:29:51,0,29,0
94,RT,2018-02-02 04:29:44,0,46,0
95,badumbaaaaaa,2018-02-02 04:29:25,763,74,0
96,love,2018-02-02 04:29:08,929,65,1
97,badhiya,2018-02-02 04:28:29,19,4,0
98,good morning,2018-02-02 04:28:05,832,58,1
99,hahaha,2018-02-02 04:27:43,697,61,1
100,RT It is warmer when you re here,2018-02-02 04:26:29,0,209,0
101,RT,2018-02-02 04:26:16,0,30,0
102,RT Fireworks,2018-02-02 04:26:12,0,13,0
103,wah,2018-02-02 04:25:38,1113,102,0
104,,2018-02-02 04:25:18,11,3,1
105,RT WeAreWithAmitabhBachchan,2018-02-02 04:25:09,0,42,0
106,narjes,2018-02-02 04:25:03,11,3,1
107,HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA social media you are a delight Following Followers,2018-02-02 03:56:50,12636,1003,0
108,RT Budget2018 The MHA s budgetary provisions have a special emphasis on improving infrastructure of the police forces r,2018-02-02 03:48:42,0,39,1
109,RT Today match at 7 30 pm at sirifort stadium against Zhang Beiwen of USA Delhi IndiaOpenSuper500,2018-02-02 03:48:32,0,317,0
110,RT ABP 10 gadkari,2018-02-02 03:48:19,0,50,0
111,RT Budget2018 matches populism with fiscal discipline,2018-02-02 03:47:55,0,30,0
112,RT I can t control my feelings but I hate how my feelings can control me,2018-02-02 03:47:46,0,1851,-1
113,RT ICYMI INDvSA SAvIND 1st ODI ton helps India to six wicket win in Durban DETAILS,2018-02-02 03:47:39,0,77,1
114,RT What is being done here is possible elsewhere too Here is an inspiration,2018-02-02 03:47:30,0,55,0
115,RT Budget2018 Centre s incentives give women reasons to cheer reports moushumi,2018-02-02 03:47:05,0,24,0
116,RT These big bold and beautiful girls know how to bring their A game PHOTOS,2018-02-02 03:46:59,0,18,1
117,RT garrison People Are Sharing Their Worst Nerdiest School Memories and the Cringe Is Real,2018-02-02 03:46:49,0,13,-1
118,RT Ever steal from the bank or quietly collect some extra cash while passing Go in Monopoly Toy giant Hasbro knows you do whic,2018-02-02 03:46:41,0,59,0
119,RT What not to miss during SBLII,2018-02-02 03:46:28,0,21,0
120,RT Who Are You in Your Friend Group Based on Your Favorite TV Shows From Childhood,2018-02-02 03:46:19,0,12,1
121,RT Injuries cost two U S skiers their first shot at Olympic glory but led them to each other,2018-02-02 03:46:09,0,19,1
122,RT on her brave new book and surviving the cult of Hollywood,2018-02-02 03:45:51,0,19,1
123,RT What happened to Natalie Wood Robert Wagner named person of interest In wife s death,2018-02-02 03:45:41,0,27,0
124,RT U S says Syria may be developing new types of chemical weapons,2018-02-02 03:45:21,0,88,1
125,RT Was reading it suddenly remembered the case of Dying Declaration shown in probably the 2000 s in CID What a case it was amp,2018-02-02 03:45:10,0,33,0
126,RT Love and respect WeAreWithAmitabhBachchan patodiya,2018-02-02 03:44:47,0,16,1
127,RT patodiya,2018-02-02 03:44:39,0,18,0
128,RT Vanity resulting from lack of confidence amp security is an overwhelming obsession Maintaining self esteem is a contin,2018-02-02 03:44:32,0,65,1
129,RT WeAreWithAmitabhBachchan Love amp Best Regards to you dearest AB sir,2018-02-02 03:43:54,0,22,1
130,RT Gurudev Sir is WORSHIPED all around World WeAreWithAmitabhBachchan,2018-02-02 03:43:46,0,27,0
131,RT WeAreWithAmitabhBachchan One amp only The Pride of India sir,2018-02-02 03:43:37,0,36,0
132,RT WeAreWithAmitabhBachchan Love amp more tkcr sir,2018-02-02 03:43:29,0,16,1
133,RT Love u TOOFAN WeAreWithAmitabhBachchan,2018-02-02 03:43:23,0,22,1
134,RT Sara Zamana AB ka Deewana Zamana kahe phir kyu bura hai dil lagana Love you amit ji WeAreWithA,2018-02-02 03:43:11,0,18,1
135,RT Why Amitabh Bachchan sir continues to be one of our favourites Because He Remains As too much kind Humble As Eve,2018-02-02 03:43:03,0,29,1
136,RT Love and respect WeAreWithAmitabhBachchan patodiya,2018-02-02 03:42:51,0,19,1
137,RT WeAreWithAmitabhBachchan ABFAKOLKATA,2018-02-02 03:42:45,0,22,0
138,RT WeAreWithAmitabhBachchan and will always be Lo,2018-02-02 03:42:40,0,20,0
139,RT Love and respect WeAreWithAmitabhBachchan patodiya,2018-02-02 03:42:31,0,13,1
140,RT Vijay Dinanath Chauhan poora naam Yaad rakhna sabhi We the Bachchanist are proud to be Fan of One And Only,2018-02-02 03:42:25,0,25,1
141,RT 02 02 Kalter Morgen Hei es Herz,2018-02-02 03:42:18,0,12,0
142,RT WeAreWithAmitabhBachchan,2018-02-02 03:42:05,0,23,0
143,RT patodiya,2018-02-02 03:41:58,0,22,0
144,RT Rishtey mein to hum tumhare baap hote hai naam hai Shahenshah Love to you Sir WeAreWithAm,2018-02-02 03:41:51,0,16,1
145,RT Kitne aaye kitne gye Sarkar stay forever in our heart WeAreWithAmitabhBachchan,2018-02-02 03:41:27,0,34,0
146,RT Love and respect WeAreWithAmitabhBachchan patodiya,2018-02-02 03:41:17,0,24,1
147,RT ZINDAGI MEIN KUCH BAATE FYADE AUR NUKSAN SE UPAR HOTI HAIN LEKIN YEH NAHI SAMJHEGA WeAreWithAmitabhB,2018-02-02 03:41:11,0,22,0
148,RT T 36 Amitabh Bachchan sir photographed by Colstonjulian at the jwmarriott styled by Shantanu amp Nikhil,2018-02-02 03:41:01,0,21,0
149,RT Love and respect WeAreWithAmitabhBachchan patodiya,2018-02-02 03:40:36,0,13,1
150,RT Love and respect WeAreWithAmitabhBachchan patodiya,2018-02-02 03:40:28,0,14,1
151,RT Bacha Bacha BACHCHAN ka deewana WeAreWithAmitabhBachchan Gurudev Sir,2018-02-02 03:40:21,0,24,0
152,RT today s stats 14 new followers 8 new unfollowers 64 non followers found via,2018-02-02 03:39:53,0,15,1
153,RT This is such a ridiculous tweet from you Why are you comparing between the two there is simply NO COMPARISO,2018-02-02 03:39:47,0,47,-1
154,RT Fidel Castro s son commits suicide after battling depression,2018-02-02 03:39:29,0,34,0
155,RT today s stats 8 new followers 5 new unfollowers 331 non followers found via,2018-02-02 03:39:16,0,15,1
156,RT Gurudev Sir Aap kahan hain DON T WORRY BE HAPPY Aapka ek ek EF Hazaro bhakto ke barabar hain You,2018-02-02 03:39:10,0,24,1
157,RT Yeah INDIA Won Congratulations Team India 1st ODI India beat south Africa by 6 wicket Proud of you Hum se,2018-02-02 03:38:59,0,23,0
158,RT ABEF 30 people followed me and 9 people unfollowed me automatically checked by,2018-02-02 03:38:44,0,16,0
159,RT The First and I think only Indian Actor who is worshipped by his Fans and Followers He is none other than,2018-02-02 03:38:37,0,33,1
160,RT Jai Jai Jyoti Charan Jai Jai Amitabh Bachchan WeAreWithAmitabhBachchan Gurudev Sir ht,2018-02-02 03:38:26,0,23,0
161,RT T 37 The most lovable person not only in Silver screen but also in social media We love you Amitabh Bachchan sir amp WeA,2018-02-02 03:38:14,0,37,1
162,RT Good morning ABEFTeam WeAreWithAmitabhBachchan,2018-02-02 03:38:07,0,32,1
163,RT,2018-02-02 03:37:59,0,46,0
164,RT The most lovable person not only in Silver screen but also in social media We love you we are on twitter only because,2018-02-02 03:37:49,0,31,1
165,RT ABEF ABEF,2018-02-02 03:37:40,0,17,0
166,RT WeAreWithAmitabhBachchan Sweet GOOD MORNING We all love too you forever time my dearest Amitji sir http,2018-02-02 03:37:33,0,28,1
167,RT Good night plz rest up been a longggg day night take care of you thankyou so much for blog day 3 6 0,2018-02-02 03:37:18,0,16,1
168,RT Hmmm Blog done amp even FB done Maybe Amitji is seriously thinking of leaving Twitter,2018-02-02 03:37:12,0,16,-1
169,RT Memories of the year 2014 Thank you for RT sir loads love have good day,2018-02-02 03:37:04,0,35,1
170,RT The most lovable person not only in Silver screen but also in social media We love you we are on twitter only because,2018-02-02 03:37:00,0,30,1
171,RT GM Boss Thought for 2day If you are persistent you will get it If you are consistent you will keep it Ha,2018-02-02 03:36:54,0,35,1
172,RT People always miss you more when they see how much happier you are without them Love to you http,2018-02-02 03:36:45,0,86,1
173,RT Your suspicion is correct It seems persons with certain names ideological leanings and connections are being promoted a,2018-02-01 16:03:57,0,516,1
174,T 2599 TWITTER you reduced my number of followers HAHAHAHAHAHAHA thats a joke time to ge,2018-01-31 18:05:59,29474,3326,0
175,T 2599 27 YEARS of HUM BAADDUUMMBAAAAA Amazing times and most importantly the creation of the song Jumm,2018-01-31 18:01:17,10485,743,1
176,Good,2018-01-31 04:08:00,37,13,1
177,ABEF,2018-01-31 04:07:13,24,7,1
178,,2018-01-31 04:06:58,188,31,0
179,,2018-01-31 04:02:12,92,14,1
180,EF All good wishes,2018-01-31 04:01:35,27,11,1
181,Humbled,2018-01-31 04:01:16,106,15,0
182,Namaskaar,2018-01-31 04:00:50,51,11,0
183,Love,2018-01-31 03:59:32,26,9,1
184,hahahaha,2018-01-30 19:53:11,56,12,1
185,alright,2018-01-30 19:52:31,33,9,0
186,love,2018-01-30 19:48:00,23,6,1
187,AB EF manzoor,2018-01-30 19:46:22,57,9,0
188,,2018-01-30 19:44:50,39,8,1
189,yes i did,2018-01-30 19:42:00,48,6,0
190,narjes it is night now and a morning in waiting,2018-01-30 19:41:41,16,5,0
191,love,2018-01-30 19:40:51,2134,120,1
192,yes indeed,2018-01-30 19:39:37,1502,96,0
193,oahhhhh,2018-01-30 19:37:45,1583,142,0
194,yes sleep,2018-01-30 19:35:48,35,5,0
195,yes,2018-01-30 19:35:20,33,7,0
196,yes indeed a humble simple human Rajni,2018-01-30 19:35:10,816,229,-1
197,RUSSIA eh,2018-01-30 19:34:42,9,3,0
198,aa gaye sneh,2018-01-30 19:34:29,45,8,0
199,i shall love,2018-01-30 19:34:04,44,4,1
200,me too,2018-01-30 19:33:42,49,4,0
201,sahi,2018-01-30 19:33:31,35,4,0
202,,2018-01-30 19:33:04,39,9,1
203,Jitu yes working for those that have lost and not recovered i lost my hand it was the most difficult,2018-01-30 19:32:50,96,18,1
204,i will,2018-01-30 19:31:31,49,4,0
205,T 2598,2018-01-30 16:13:18,14138,1100,0
206,T 2598 BAAADDDUUUMMMBAAAAAA INDIA U19CWC in FINALS beats Pak by 203 runs INDVPAK INCREDIBLE CONGRATU,2018-01-30 12:54:51,11352,1024,1
207,T 2598 SwachhBharat 2019 destined rea,2018-01-30 12:40:59,5890,764,0
208,T 2598 SwachhBharat 2019 destined rea,2018-01-30 12:37:28,3965,816,0
209,honoured humbled,2018-01-30 12:21:59,2402,167,0
210,i am so humbled and in gratitude thank you,2018-01-30 04:36:03,4146,214,0
211,Love to Amit,2018-01-29 10:09:37,403,24,1
212,Dubai Aapki duayon se,2018-01-29 10:08:07,24,8,0
213,T 2597 An event campaign for the girl child protection by Doctors Association AOCR and my few words,2018-01-29 05:31:20,4647,377,-1
214,humbled and grtaeful,2018-01-29 04:39:22,43,16,0
215,,2018-01-29 04:38:12,37,17,0
216,thank you and yes proud,2018-01-29 04:37:34,2380,132,1
217,love,2018-01-29 04:36:39,996,64,1
218,greetings,2018-01-29 04:35:06,23,9,0
219,love,2018-01-29 04:34:14,1230,98,1
220,love,2018-01-29 04:34:02,39,10,1
221,,2018-01-29 04:33:04,59,15,0
222,great art work,2018-01-29 04:32:44,38,10,1
223,,2018-01-29 04:32:32,31,5,1
224,GM and love,2018-01-29 04:32:10,72,10,1
225,dhanyavaad,2018-01-29 04:31:54,57,9,0
226,aashirwaad and love and blessings,2018-01-29 04:31:14,27,8,1
227,,2018-01-29 04:30:35,45,18,0
228,sneh,2018-01-29 04:28:53,43,9,0
229,patodiya,2018-01-29 04:28:20,51,11,0
230,,2018-01-29 04:28:01,38,15,0
231,sahi hai,2018-01-29 04:27:47,43,8,0
232,Jitu,2018-01-29 04:27:30,84,22,0
233,aadar pranaam,2018-01-29 04:26:49,2151,143,0
234,,2018-01-29 04:26:28,23,11,0
235,,2018-01-29 04:26:12,47,7,0
236,,2018-01-29 04:26:01,25,4,1
237,thanks,2018-01-29 04:25:52,30,6,1
238,,2018-01-29 04:25:42,29,5,0
239,thank you just check 7 million on instagram,2018-01-29 04:25:27,92,12,0
240,,2018-01-29 04:23:41,28,6,1
241,oh did not know this must check,2018-01-29 04:23:27,72,11,0
242,narjes i dont have any anger never for you,2018-01-29 04:23:01,18,6,0
243,pranam,2018-01-29 04:22:31,36,7,0
244,yes indeed,2018-01-29 04:22:19,30,7,0
245,,2018-01-29 04:22:09,22,5,1
246,T 2596 Sunday with the masses their genuine love beating all the conditionals Despite Jalsa being dug u,2018-01-28 18:16:08,7043,411,1
247,most grateful thanks,2018-01-28 16:59:31,2154,146,1
248,Rasha grateful as ever,2018-01-28 16:57:47,1711,103,0
249,manzoor hai mujhe,2018-01-28 16:56:42,1271,91,0
250,grateful to be associated with this cause,2018-01-28 16:48:47,1186,97,0
251,thank you my dear drive safe,2018-01-28 16:48:17,908,66,1
252,thanks,2018-01-28 16:44:56,926,68,1
253,proud moment indeed,2018-01-28 16:42:48,1328,95,1
254,yes,2018-01-28 16:41:49,777,61,0
255,RT Heartiest Congratulations to Dear Abhi sir bags Man of the Year Award at Asiavision Excellence Awards,2018-01-28 16:41:33,0,78,0
256,AishGang,2018-01-28 16:41:29,49,11,0
257,with your response i will,2018-01-28 16:41:14,49,5,0
258,,2018-01-28 16:29:59,1166,80,1
259,well done son,2018-01-28 16:28:44,6658,347,1
260,a proud moment for the Father,2018-01-28 16:27:09,2973,207,1
261,yes,2018-01-28 06:47:46,31,13,0
262,Agree 200 well done Team India we are so proud of you FOR me you were the champions of this Test Series,2018-01-28 06:32:23,11168,929,1
263,pranaam,2018-01-27 20:27:35,24,9,0
264,786 surviving,2018-01-27 20:27:17,21,3,0
265,love,2018-01-27 20:27:03,908,71,1
266,hum sab ek hain,2018-01-27 20:26:39,1620,108,0
267,,2018-01-27 20:23:55,33,9,1
268,yes a great story behind the making of this film see the blog,2018-01-27 20:23:26,1299,84,1
269,thanks,2018-01-27 20:23:03,32,4,1
270,absolutely,2018-01-27 20:22:27,34,7,1
271,yeeeeaaahhhhh,2018-01-27 20:22:16,1283,65,0
272,thank you Vipul ji yes doing your own digital work is the most satisfying act asking someone else to do it is,2018-01-27 20:21:17,2496,211,1
273,T 2595 INDIA WINS what a come back CONGRATULATIONS TEAM INDIA showed the world you cannot take INDIA for,2018-01-27 20:11:59,8595,612,1
274,Elgar,2018-01-26 21:32:30,4506,254,0
275,a great moment,2018-01-26 21:29:52,1616,86,1
276,love,2018-01-26 21:29:30,1252,71,1
277,T 2594 IND v SA cricket 3rd Test hahaha dar gaya SA pulling the teams off stating pitch unsafe BUT i,2018-01-26 21:18:03,6663,561,1
278,T 2594 It is Bies birthday wishes and greetings,2018-01-26 19:44:03,7110,653,0
279,RT Living Legend AmitabhBachchan sir Inaugurates his portrait made by the talented artist Jehangir DilipDe at the Jehangi,2018-01-26 19:31:10,0,134,1
280,RT The artist and the muse DilipDe with at the inauguration of his show Bollywood Artists Amitabh,2018-01-26 19:30:37,0,61,0
281,RT Making the best use of technology Smartphone artist DilipDe calls this masterpiece Ultimate Superstar,2018-01-26 19:30:24,0,65,1
282,T 2594 Watching Republic Day Parade in Delhi what a moment of pride tears welling up as the Army marches pa,2018-01-26 05:04:22,7421,696,-1
283,RT HINDUISM I JAINSM N BUDDHISM D SIKHISM I ISLAM,2018-01-26 04:32:25,0,181,1
284,jai hind,2018-01-26 04:24:38,1667,114,0
285,T 2594 Jai Hind,2018-01-26 04:21:52,14900,1097,0
286,,2018-01-26 04:19:38,16093,1189,0
287,T 2594 cont,2018-01-26 04:18:50,3208,283,0
288,hahaha cute,2018-01-25 18:00:27,1550,121,1
289,RT Tears in my eyes seeing this video A rally by villagers of Goela Khurd near Jhajjar Haryana for 20 year old Sepoy Sach,2018-01-25 17:57:29,0,7343,1
290,jai hind happy Republic Day,2018-01-25 17:56:23,18873,1610,1
291,RT January 26th Happy Republic Day,2018-01-25 17:56:05,0,94,1
292,bharat maat ki jai an emotional and heart rendering tribute to the son of the soil,2018-01-25 17:55:25,7794,900,0
293,T 2593 Happy Republic Day 26th January,2018-01-25 17:43:12,8655,903,1
294,wishing all a happy Republic Day this sung at the home of Rabindra Nath Tagore who wrote our National Anthem,2018-01-25 17:39:05,2624,352,1
295,T 2593 It s time to move to the music now WelcomeToNewYork the first song arrives l,2018-01-25 17:14:01,2246,226,1
296,Sahi kaha,2018-01-25 06:33:31,258,19,0
297,Great,2018-01-25 06:32:14,187,17,1
298,T 2592 HT stylish Awards and the setting equally stylish amazing ambience well done HT,2018-01-24 21:30:18,2251,183,1
299,T 2592 and the entire day at work with yet another Ad shot three films till 9 pm then award ceremony,2018-01-24 21:24:57,4228,272,0
300,T 2592 and such a joy to meet up with colleagues and friends Sanju Dutt Varun Amit Sadh and the lovel,2018-01-24 21:21:05,4233,322,1
301,T 2592 And another Award HT Most Stylish haha I sincerely cannot find any logic behind the conferment,2018-01-24 21:17:29,6498,428,1
302,Dubai mil gaye,2018-01-24 12:47:40,20,5,0
303,GE,2018-01-24 12:24:49,29,10,0
304,chal raha hai,2018-01-24 12:24:35,34,11,0
305,no longer waiting,2018-01-24 12:23:43,37,12,0
306,thank you,2018-01-24 12:23:10,20,5,0
307,wow that is profound,2018-01-24 12:21:21,1601,128,1
308,i will,2018-01-24 12:19:05,50,8,0
309,,2018-01-24 12:18:52,52,20,0
310,yup,2018-01-24 12:18:17,1012,101,0
311,,2018-01-24 12:16:40,24,5,1
312,same to u thank u,2018-01-24 12:16:29,22,9,0
313,,2018-01-24 12:16:12,24,9,0
314,Jitu yes,2018-01-24 12:16:01,34,9,0
315,,2018-01-24 12:15:47,51,9,1
316,indeed,2018-01-24 12:15:02,30,8,0
317,,2018-01-24 12:14:49,27,12,0
318,,2018-01-24 12:14:38,26,12,0
319,,2018-01-24 12:13:24,30,12,0
320,,2018-01-24 12:13:13,35,14,0
321,amazing,2018-01-24 12:12:57,3032,341,1
322,Jitu ji bilkul aaj bhi nahin uthata hahahaha,2018-01-24 12:12:09,212,30,1
323,hahahaha,2018-01-24 12:11:14,49,8,1
324,thank you,2018-01-24 12:10:50,26,8,0
325,ye bhi sahi hai,2018-01-24 12:10:35,39,7,0
326,same to you,2018-01-24 12:10:14,42,7,0
327,no its the other way round shoot the Deewar climax shoot out between Shashji and me all nigh,2018-01-24 12:10:01,105,16,-1
328,,2018-01-24 12:07:45,17,2,1
329,,2018-01-24 12:04:15,26,4,1
330,AB EF yes true,2018-01-24 12:03:53,28,8,1
331,indeed,2018-01-24 12:03:35,38,7,0
332,oh i hope it was a good dream,2018-01-24 12:03:24,46,4,1
333,,2018-01-24 12:02:57,51,7,0
334,Jitu,2018-01-24 12:02:14,27,4,1
335,kya din the woh aajkal toh aise dialogue bolene ko milte hi nahin,2018-01-24 12:02:00,340,30,0
336,greetings and thank u,2018-01-24 12:01:23,30,6,0
337,T 2592 DEEWAR 43 years Legendary Shantaram ji at Mahurat also great Goldie Anand film was an after thoug,2018-01-24 08:23:42,5679,504,1
338,RT 43YearsOfDeewaar On 24th Jan 1975 s iconic film Deewaar released,2018-01-24 05:18:25,0,50,1
